"","game_id","game_type","week","home_team","away_team","home_score","away_score","result","spread_line","home_win","away_win","tie"
"1","1999_01_MIN_ATL","REG",1,"ATL","MIN",14,17,3,4,0,1,0
"2","1999_01_KC_CHI","REG",1,"CHI","KC",20,17,-3,3,1,0,0
"3","1999_01_PIT_CLE","REG",1,"CLE","PIT",0,43,43,6,0,1,0
"4","1999_01_OAK_GB","REG",1,"GB","OAK",28,24,-4,-9,1,0,0
"5","1999_01_BUF_IND","REG",1,"IND","BUF",31,14,-17,3,1,0,0
"6","1999_01_SF_JAX","REG",1,"JAX","SF",41,3,-38,-5.5,1,0,0
"7","1999_01_CAR_NO","REG",1,"NO","CAR",19,10,-9,-3.5,1,0,0
"8","1999_01_NE_NYJ","REG",1,"NYJ","NE",28,30,2,-7,0,1,0
"9","1999_01_ARI_PHI","REG",1,"PHI","ARI",24,25,1,3,0,1,0
"10","1999_01_DET_SEA","REG",1,"SEA","DET",20,28,8,-9.5,0,1,0
"11","1999_01_BAL_STL","REG",1,"STL","BAL",27,10,-17,0,1,0,0
"12","1999_01_NYG_TB","REG",1,"TB","NYG",13,17,4,-5.5,0,1,0
"13","1999_01_CIN_TEN","REG",1,"TEN","CIN",36,35,-1,-9,1,0,0
"14","1999_01_DAL_WAS","REG",1,"WAS","DAL",35,41,6,-2.5,0,1,0
"15","1999_01_MIA_DEN","REG",1,"DEN","MIA",21,38,17,-6,0,1,0
"16","1999_02_PIT_BAL","REG",2,"BAL","PIT",20,23,3,2.5,0,1,0
"17","1999_02_NYJ_BUF","REG",2,"BUF","NYJ",17,3,-14,-4,1,0,0
"18","1999_02_JAX_CAR","REG",2,"CAR","JAX",20,22,2,9.5,0,1,0
"19","1999_02_SEA_CHI","REG",2,"CHI","SEA",13,14,1,3.5,0,1,0
"20","1999_02_SD_CIN","REG",2,"CIN","SD",7,34,27,-1,0,1,0
"21","1999_02_GB_DET","REG",2,"DET","GB",23,15,-8,6.5,1,0,0
"22","1999_02_DEN_KC","REG",2,"KC","DEN",26,10,-16,3.5,1,0,0
"23","1999_02_ARI_MIA","REG",2,"MIA","ARI",19,16,-3,-9,1,0,0
"24","1999_02_OAK_MIN","REG",2,"MIN","OAK",17,22,5,-11,0,1,0
"25","1999_02_IND_NE","REG",2,"NE","IND",31,28,-3,-4.5,1,0,0
"26","1999_02_WAS_NYG","REG",2,"NYG","WAS",21,50,29,-2.5,0,1,0
"27","1999_02_TB_PHI","REG",2,"PHI","TB",5,19,14,6.5,0,1,0
"28","1999_02_NO_SF","REG",2,"SF","NO",28,21,-7,-11,1,0,0
"29","1999_02_CLE_TEN","REG",2,"TEN","CLE",26,9,-17,-16,1,0,0
"30","1999_02_ATL_DAL","REG",2,"DAL","ATL",24,7,-17,-6.5,1,0,0
"31","1999_03_CLE_BAL","REG",3,"BAL","CLE",17,10,-7,-12,1,0,0
"32","1999_03_PHI_BUF","REG",3,"BUF","PHI",26,0,-26,-11.5,1,0,0
"33","1999_03_CIN_CAR","REG",3,"CAR","CIN",27,3,-24,-7,1,0,0
"34","1999_03_MIN_GB","REG",3,"GB","MIN",23,20,-3,0,1,0,0
"35","1999_03_TEN_JAX","REG",3,"JAX","TEN",19,20,1,-9.5,0,1,0
"36","1999_03_DET_KC","REG",3,"KC","DET",31,21,-10,-3.5,1,0,0
"37","1999_03_NYG_NE","REG",3,"NE","NYG",16,14,-2,-6,1,0,0
"38","1999_03_WAS_NYJ","REG",3,"NYJ","WAS",20,27,7,1,0,1,0
"39","1999_03_CHI_OAK","REG",3,"OAK","CHI",24,17,-7,-7,1,0,0
"40","1999_03_SEA_PIT","REG",3,"PIT","SEA",10,29,19,-4,0,1,0
"41","1999_03_IND_SD","REG",3,"SD","IND",19,27,8,1,0,1,0
"42","1999_03_ATL_STL","REG",3,"STL","ATL",35,7,-28,1.5,1,0,0
"43","1999_03_DEN_TB","REG",3,"TB","DEN",13,10,-3,-2.5,1,0,0
"44","1999_03_SF_ARI","REG",3,"ARI","SF",10,24,14,2.5,0,1,0
"45","1999_04_BAL_ATL","REG",4,"ATL","BAL",13,19,6,-2.5,0,1,0
"46","1999_04_NO_CHI","REG",4,"CHI","NO",14,10,-4,1,1,0,0
"47","1999_04_STL_CIN","REG",4,"CIN","STL",10,38,28,3.5,0,1,0
"48","1999_04_NE_CLE","REG",4,"CLE","NE",7,19,12,12,0,1,0
"49","1999_04_ARI_DAL","REG",4,"DAL","ARI",35,7,-28,-7,1,0,0
"50","1999_04_NYJ_DEN","REG",4,"DEN","NYJ",13,21,8,-5.5,0,1,0
"51","1999_04_TB_MIN","REG",4,"MIN","TB",21,14,-7,-7,1,0,0
"52","1999_04_PHI_NYG","REG",4,"NYG","PHI",16,15,-1,-9.5,1,0,0
"53","1999_04_JAX_PIT","REG",4,"PIT","JAX",3,17,14,3,0,1,0
"54","1999_04_KC_SD","REG",4,"SD","KC",21,14,-7,-1,1,0,0
"55","1999_04_OAK_SEA","REG",4,"SEA","OAK",22,21,-1,-3.5,1,0,0
"56","1999_04_TEN_SF","REG",4,"SF","TEN",24,22,-2,-1.5,1,0,0
"57","1999_04_CAR_WAS","REG",4,"WAS","CAR",38,36,-2,-8.5,1,0,0
"58","1999_04_BUF_MIA","REG",4,"MIA","BUF",18,23,5,-4.5,0,1,0
"59","1999_05_NYG_ARI","REG",5,"ARI","NYG",14,3,-11,-3,1,0,0
"60","1999_05_PIT_BUF","REG",5,"BUF","PIT",24,21,-3,-6.5,1,0,0
"61","1999_05_CIN_CLE","REG",5,"CLE","CIN",17,18,1,3,0,1,0
"62","1999_05_SD_DET","REG",5,"DET","SD",10,20,10,-3.5,0,1,0
"63","1999_05_TB_GB","REG",5,"GB","TB",26,23,-3,-6,1,0,0
"64","1999_05_MIA_IND","REG",5,"IND","MIA",31,34,3,1.5,0,1,0
"65","1999_05_NE_KC","REG",5,"KC","NE",16,14,-2,-2.5,1,0,0
"66","1999_05_CHI_MIN","REG",5,"MIN","CHI",22,24,2,-13,0,1,0
"67","1999_05_ATL_NO","REG",5,"NO","ATL",17,20,3,-3,0,1,0
"68","1999_05_DEN_OAK","REG",5,"OAK","DEN",13,16,3,-7,0,1,0
"69","1999_05_DAL_PHI","REG",5,"PHI","DAL",13,10,-3,9.5,1,0,0
"70","1999_05_SF_STL","REG",5,"STL","SF",42,20,-22,-3,1,0,0
"71","1999_05_BAL_TEN","REG",5,"TEN","BAL",14,11,-3,-7,1,0,0
"72","1999_05_JAX_NYJ","REG",5,"NYJ","JAX",6,16,10,3,0,1,0
"73","1999_06_WAS_ARI","REG",6,"ARI","WAS",10,24,14,3.5,0,1,0
"74","1999_06_STL_ATL","REG",6,"ATL","STL",13,41,28,6,0,1,0
"75","1999_06_OAK_BUF","REG",6,"BUF","OAK",14,20,6,-3.5,0,1,0
"76","1999_06_PHI_CHI","REG",6,"CHI","PHI",16,20,4,-6.5,0,1,0
"77","1999_06_PIT_CIN","REG",6,"CIN","PIT",3,17,14,5,0,1,0
"78","1999_06_GB_DEN","REG",6,"DEN","GB",31,10,-21,3.5,1,0,0
"79","1999_06_MIN_DET","REG",6,"DET","MIN",25,23,-2,3.5,1,0,0
"80","1999_06_CLE_JAX","REG",6,"JAX","CLE",24,7,-17,-17.5,1,0,0
"81","1999_06_MIA_NE","REG",6,"NE","MIA",30,31,1,-2.5,0,1,0
"82","1999_06_TEN_NO","REG",6,"NO","TEN",21,24,3,3,0,1,0
"83","1999_06_IND_NYJ","REG",6,"NYJ","IND",13,16,3,2.5,0,1,0
"84","1999_06_SEA_SD","REG",6,"SD","SEA",13,10,-3,1.5,1,0,0
"85","1999_06_CAR_SF","REG",6,"SF","CAR",29,31,2,-5,0,1,0
"86","1999_06_DAL_NYG","REG",6,"NYG","DAL",13,10,-3,3,1,0,0
"87","1999_07_KC_BAL","REG",7,"BAL","KC",8,35,27,1,0,1,0
"88","1999_07_DET_CAR","REG",7,"CAR","DET",9,24,15,-4.5,0,1,0
"89","1999_07_WAS_DAL","REG",7,"DAL","WAS",38,20,-18,-2,1,0,0
"90","1999_07_CIN_IND","REG",7,"IND","CIN",31,10,-21,-11,1,0,0
"91","1999_07_PHI_MIA","REG",7,"MIA","PHI",16,13,-3,-9,1,0,0
"92","1999_07_SF_MIN","REG",7,"MIN","SF",40,16,-24,-7,1,0,0
"93","1999_07_DEN_NE","REG",7,"NE","DEN",24,23,-1,-3.5,1,0,0
"94","1999_07_NO_NYG","REG",7,"NYG","NO",31,3,-28,-3,1,0,0
"95","1999_07_NYJ_OAK","REG",7,"OAK","NYJ",24,23,-1,-6.5,1,0,0
"96","1999_07_GB_SD","REG",7,"SD","GB",3,31,28,3,0,1,0
"97","1999_07_BUF_SEA","REG",7,"SEA","BUF",26,16,-10,-2.5,1,0,0
"98","1999_07_CLE_STL","REG",7,"STL","CLE",34,3,-31,-18.5,1,0,0
"99","1999_07_CHI_TB","REG",7,"TB","CHI",6,3,-3,-8,1,0,0
"100","1999_07_ATL_PIT","REG",7,"PIT","ATL",13,9,-4,-5.5,1,0,0
"101","1999_08_NE_ARI","REG",8,"ARI","NE",3,27,24,3,0,1,0
"102","1999_08_CAR_ATL","REG",8,"ATL","CAR",27,20,-7,-2,1,0,0
"103","1999_08_BUF_BAL","REG",8,"BAL","BUF",10,13,3,3.5,0,1,0
"104","1999_08_JAX_CIN","REG",8,"CIN","JAX",10,41,31,12.5,0,1,0
"105","1999_08_MIN_DEN","REG",8,"DEN","MIN",20,23,3,2.5,0,1,0
"106","1999_08_TB_DET","REG",8,"DET","TB",20,3,-17,2.5,1,0,0
"107","1999_08_DAL_IND","REG",8,"IND","DAL",34,24,-10,-3,1,0,0
"108","1999_08_SD_KC","REG",8,"KC","SD",34,0,-34,-6,1,0,0
"109","1999_08_CLE_NO","REG",8,"NO","CLE",16,21,5,-9.5,0,1,0
"110","1999_08_MIA_OAK","REG",8,"OAK","MIA",9,16,7,-3,0,1,0
"111","1999_08_NYG_PHI","REG",8,"PHI","NYG",17,23,6,2.5,0,1,0
"112","1999_08_STL_TEN","REG",8,"TEN","STL",24,21,-3,3,1,0,0
"113","1999_08_CHI_WAS","REG",8,"WAS","CHI",48,22,-26,-8.5,1,0,0
"114","1999_08_SEA_GB","REG",8,"GB","SEA",7,27,20,-5.5,0,1,0
"115","1999_09_JAX_ATL","REG",9,"ATL","JAX",7,30,23,6,0,1,0
"116","1999_09_PHI_CAR","REG",9,"CAR","PHI",33,7,-26,-5,1,0,0
"117","1999_09_BAL_CLE","REG",9,"CLE","BAL",9,41,32,3.5,0,1,0
"118","1999_09_STL_DET","REG",9,"DET","STL",31,27,-4,4,1,0,0
"119","1999_09_CHI_GB","REG",9,"GB","CHI",13,14,1,-9,0,1,0
"120","1999_09_KC_IND","REG",9,"IND","KC",25,17,-8,-4,1,0,0
"121","1999_09_TEN_MIA","REG",9,"MIA","TEN",17,0,-17,-3,1,0,0
"122","1999_09_TB_NO","REG",9,"NO","TB",16,31,15,3.5,0,1,0
"123","1999_09_ARI_NYJ","REG",9,"NYJ","ARI",12,7,-5,-7,1,0,0
"124","1999_09_DEN_SD","REG",9,"SD","DEN",17,33,16,0,0,1,0
"125","1999_09_CIN_SEA","REG",9,"SEA","CIN",37,20,-17,-14,1,0,0
"126","1999_09_PIT_SF","REG",9,"SF","PIT",6,27,21,-2.5,0,1,0
"127","1999_09_BUF_WAS","REG",9,"WAS","BUF",17,34,17,-4,0,1,0
"128","1999_09_DAL_MIN","REG",9,"MIN","DAL",27,17,-10,-6.5,1,0,0
"129","1999_10_DET_ARI","REG",10,"ARI","DET",23,19,-4,5.5,1,0,0
"130","1999_10_MIA_BUF","REG",10,"BUF","MIA",23,3,-20,-3,1,0,0
"131","1999_10_MIN_CHI","REG",10,"CHI","MIN",24,27,3,6.5,0,1,0
"132","1999_10_TEN_CIN","REG",10,"CIN","TEN",14,24,10,10,0,1,0
"133","1999_10_GB_DAL","REG",10,"DAL","GB",27,13,-14,3,1,0,0
"134","1999_10_BAL_JAX","REG",10,"JAX","BAL",6,3,-3,-13,1,0,0
"135","1999_10_SF_NO","REG",10,"NO","SF",24,6,-18,1,1,0,0
"136","1999_10_IND_NYG","REG",10,"NYG","IND",19,27,8,3,0,1,0
"137","1999_10_SD_OAK","REG",10,"OAK","SD",28,9,-19,-7,1,0,0
"138","1999_10_WAS_PHI","REG",10,"PHI","WAS",35,28,-7,6,1,0,0
"139","1999_10_CLE_PIT","REG",10,"PIT","CLE",15,16,1,-14.5,0,1,0
"140","1999_10_DEN_SEA","REG",10,"SEA","DEN",20,17,-3,-5.5,1,0,0
"141","1999_10_CAR_STL","REG",10,"STL","CAR",35,10,-25,-10,1,0,0
"142","1999_10_KC_TB","REG",10,"TB","KC",17,10,-7,-3,1,0,0
"143","1999_10_NYJ_NE","REG",10,"NE","NYJ",17,24,7,-6,0,1,0
"144","1999_11_DAL_ARI","REG",11,"ARI","DAL",13,9,-4,1.5,1,0,0
"145","1999_11_BAL_CIN","REG",11,"CIN","BAL",31,34,3,5,0,1,0
"146","1999_11_CAR_CLE","REG",11,"CLE","CAR",17,31,14,5.5,0,1,0
"147","1999_11_DET_GB","REG",11,"GB","DET",26,17,-9,-4,1,0,0
"148","1999_11_NO_JAX","REG",11,"JAX","NO",41,23,-18,-12.5,1,0,0
"149","1999_11_SEA_KC","REG",11,"KC","SEA",19,31,12,-3,0,1,0
"150","1999_11_NE_MIA","REG",11,"MIA","NE",27,17,-10,-3.5,1,0,0
"151","1999_11_BUF_NYJ","REG",11,"NYJ","BUF",17,7,-10,2.5,1,0,0
"152","1999_11_IND_PHI","REG",11,"PHI","IND",17,44,27,7,0,1,0
"153","1999_11_CHI_SD","REG",11,"SD","CHI",20,23,3,0,0,1,0
"154","1999_11_STL_SF","REG",11,"SF","STL",7,23,16,7.5,0,1,0
"155","1999_11_ATL_TB","REG",11,"TB","ATL",19,10,-9,-7,1,0,0
"156","1999_11_PIT_TEN","REG",11,"TEN","PIT",16,10,-6,-5.5,1,0,0
"157","1999_11_NYG_WAS","REG",11,"WAS","NYG",23,13,-10,-5.5,1,0,0
"158","1999_11_OAK_DEN","REG",11,"DEN","OAK",27,21,-6,-1.5,1,0,0
"159","1999_12_MIA_DAL","REG",12,"DAL","MIA",20,0,-20,-1.5,1,0,0
"160","1999_12_CHI_DET","REG",12,"DET","CHI",21,17,-4,-6,1,0,0
"161","1999_12_JAX_BAL","REG",12,"BAL","JAX",23,30,7,7,0,1,0
"162","1999_12_NE_BUF","REG",12,"BUF","NE",17,7,-10,-4,1,0,0
"163","1999_12_ATL_CAR","REG",12,"CAR","ATL",34,28,-6,-4.5,1,0,0
"164","1999_12_TEN_CLE","REG",12,"CLE","TEN",21,33,12,10.5,0,1,0
"165","1999_12_NYJ_IND","REG",12,"IND","NYJ",13,6,-7,-7,1,0,0
"166","1999_12_SD_MIN","REG",12,"MIN","SD",35,27,-8,-13.5,1,0,0
"167","1999_12_ARI_NYG","REG",12,"NYG","ARI",24,34,10,-4.5,0,1,0
"168","1999_12_KC_OAK","REG",12,"OAK","KC",34,37,3,-3.5,0,1,0
"169","1999_12_CIN_PIT","REG",12,"PIT","CIN",20,27,7,-11,0,1,0
"170","1999_12_TB_SEA","REG",12,"SEA","TB",3,16,13,-6,0,1,0
"171","1999_12_NO_STL","REG",12,"STL","NO",43,12,-31,-14,1,0,0
"172","1999_12_PHI_WAS","REG",12,"WAS","PHI",20,17,-3,-10,1,0,0
"173","1999_12_GB_SF","REG",12,"SF","GB",3,20,17,6,0,1,0
"174","1999_13_PIT_JAX","REG",13,"JAX","PIT",20,6,-14,-10.5,1,0,0
"175","1999_13_PHI_ARI","REG",13,"ARI","PHI",21,17,-4,-7,1,0,0
"176","1999_13_NO_ATL","REG",13,"ATL","NO",35,12,-23,-4,1,0,0
"177","1999_13_TEN_BAL","REG",13,"BAL","TEN",41,14,-27,3.5,1,0,0
"178","1999_13_STL_CAR","REG",13,"CAR","STL",21,34,13,7,0,1,0
"179","1999_13_GB_CHI","REG",13,"CHI","GB",19,35,16,3.5,0,1,0
"180","1999_13_SF_CIN","REG",13,"CIN","SF",44,30,-14,-3,1,0,0
"181","1999_13_KC_DEN","REG",13,"DEN","KC",10,16,6,-3.5,0,1,0
"182","1999_13_WAS_DET","REG",13,"DET","WAS",33,17,-16,-3.5,1,0,0
"183","1999_13_IND_MIA","REG",13,"MIA","IND",34,37,3,-2,0,1,0
"184","1999_13_DAL_NE","REG",13,"NE","DAL",13,6,-7,-2,1,0,0
"185","1999_13_NYJ_NYG","REG",13,"NYG","NYJ",41,28,-13,2.5,1,0,0
"186","1999_13_SEA_OAK","REG",13,"OAK","SEA",30,21,-9,-1,1,0,0
"187","1999_13_CLE_SD","REG",13,"SD","CLE",23,10,-13,-7.5,1,0,0
"188","1999_13_MIN_TB","REG",13,"TB","MIN",24,17,-7,2.5,1,0,0
"189","1999_14_OAK_TEN","REG",14,"TEN","OAK",21,14,-7,-3,1,0,0
"190","1999_14_NYG_BUF","REG",14,"BUF","NYG",17,19,2,-8,0,1,0
"191","1999_14_CLE_CIN","REG",14,"CIN","CLE",44,28,-16,-7,1,0,0
"192","1999_14_PHI_DAL","REG",14,"DAL","PHI",20,10,-10,-9,1,0,0
"193","1999_14_CAR_GB","REG",14,"GB","CAR",31,33,2,-8,0,1,0
"194","1999_14_NE_IND","REG",14,"IND","NE",20,15,-5,-7,1,0,0
"195","1999_14_MIN_KC","REG",14,"KC","MIN",31,28,-3,-1,1,0,0
"196","1999_14_STL_NO","REG",14,"NO","STL",14,30,16,10.5,0,1,0
"197","1999_14_MIA_NYJ","REG",14,"NYJ","MIA",28,20,-8,3,1,0,0
"198","1999_14_BAL_PIT","REG",14,"PIT","BAL",24,31,7,-1.5,0,1,0
"199","1999_14_SD_SEA","REG",14,"SEA","SD",16,19,3,-9.5,0,1,0
"200","1999_14_ATL_SF","REG",14,"SF","ATL",26,7,-19,3,1,0,0
"201","1999_14_DET_TB","REG",14,"TB","DET",23,16,-7,-4,1,0,0
"202","1999_14_ARI_WAS","REG",14,"WAS","ARI",28,3,-25,-5.5,1,0,0
"203","1999_14_DEN_JAX","REG",14,"JAX","DEN",27,24,-3,-9,1,0,0
"204","1999_15_SF_CAR","REG",15,"CAR","SF",41,24,-17,-7.5,1,0,0
"205","1999_15_PIT_KC","REG",15,"KC","PIT",35,19,-16,-8.5,1,0,0
"206","1999_15_BUF_ARI","REG",15,"ARI","BUF",21,31,10,3,0,1,0
"207","1999_15_NO_BAL","REG",15,"BAL","NO",31,8,-23,-8.5,1,0,0
"208","1999_15_DET_CHI","REG",15,"CHI","DET",28,10,-18,3,1,0,0
"209","1999_15_JAX_CLE","REG",15,"CLE","JAX",14,24,10,14.5,0,1,0
"210","1999_15_NYJ_DAL","REG",15,"DAL","NYJ",21,22,1,-6,0,1,0
"211","1999_15_SEA_DEN","REG",15,"DEN","SEA",36,30,-6,-1.5,1,0,0
"212","1999_15_WAS_IND","REG",15,"IND","WAS",24,21,-3,-6.5,1,0,0
"213","1999_15_SD_MIA","REG",15,"MIA","SD",12,9,-3,-7.5,1,0,0
"214","1999_15_TB_OAK","REG",15,"OAK","TB",45,0,-45,1,1,0,0
"215","1999_15_NE_PHI","REG",15,"PHI","NE",24,9,-15,3.5,1,0,0
"216","1999_15_NYG_STL","REG",15,"STL","NYG",31,10,-21,-10.5,1,0,0
"217","1999_15_ATL_TEN","REG",15,"TEN","ATL",30,17,-13,-10,1,0,0
"218","1999_15_GB_MIN","REG",15,"MIN","GB",24,20,-4,-4.5,1,0,0
"219","1999_16_DAL_NO","REG",16,"NO","DAL",31,24,-7,8.5,1,0,0
"220","1999_16_DEN_DET","REG",16,"DET","DEN",7,17,10,-4.5,0,1,0
"221","1999_16_ARI_ATL","REG",16,"ATL","ARI",37,14,-23,-2,1,0,0
"222","1999_16_CIN_BAL","REG",16,"BAL","CIN",22,0,-22,-7,1,0,0
"223","1999_16_IND_CLE","REG",16,"CLE","IND",28,29,1,13.5,0,1,0
"224","1999_16_BUF_NE","REG",16,"NE","BUF",10,13,3,3,0,1,0
"225","1999_16_MIN_NYG","REG",16,"NYG","MIN",17,34,17,2.5,0,1,0
"226","1999_16_CAR_PIT","REG",16,"PIT","CAR",30,20,-10,3.5,1,0,0
"227","1999_16_OAK_SD","REG",16,"SD","OAK",23,20,-3,3,1,0,0
"228","1999_16_KC_SEA","REG",16,"SEA","KC",23,14,-9,-3,1,0,0
"229","1999_16_WAS_SF","REG",16,"SF","WAS",20,26,6,7,0,1,0
"230","1999_16_CHI_STL","REG",16,"STL","CHI",34,12,-22,-10,1,0,0
"231","1999_16_GB_TB","REG",16,"TB","GB",29,10,-19,-3.5,1,0,0
"232","1999_16_JAX_TEN","REG",16,"TEN","JAX",41,14,-27,3,1,0,0
"233","1999_16_NYJ_MIA","REG",16,"MIA","NYJ",31,38,7,-3.5,0,1,0
"234","1999_17_IND_BUF","REG",17,"BUF","IND",31,6,-25,1.5,1,0,0
"235","1999_17_NO_CAR","REG",17,"CAR","NO",45,13,-32,-8.5,1,0,0
"236","1999_17_TB_CHI","REG",17,"CHI","TB",6,20,14,3.5,0,1,0
"237","1999_17_NYG_DAL","REG",17,"DAL","NYG",26,18,-8,-6.5,1,0,0
"238","1999_17_SD_DEN","REG",17,"DEN","SD",6,12,6,-7,0,1,0
"239","1999_17_ARI_GB","REG",17,"GB","ARI",49,24,-25,-7.5,1,0,0
"240","1999_17_CIN_JAX","REG",17,"JAX","CIN",24,7,-17,-9,1,0,0
"241","1999_17_OAK_KC","REG",17,"KC","OAK",38,41,3,-5,0,1,0
"242","1999_17_DET_MIN","REG",17,"MIN","DET",24,17,-7,-7,1,0,0
"243","1999_17_BAL_NE","REG",17,"NE","BAL",20,3,-17,1,1,0,0
"244","1999_17_SEA_NYJ","REG",17,"NYJ","SEA",19,9,-10,-1,1,0,0
"245","1999_17_STL_PHI","REG",17,"PHI","STL",38,31,-7,8,1,0,0
"246","1999_17_TEN_PIT","REG",17,"PIT","TEN",36,47,11,4,0,1,0
"247","1999_17_MIA_WAS","REG",17,"WAS","MIA",21,10,-11,-3,1,0,0
"248","1999_17_SF_ATL","REG",17,"ATL","SF",34,29,-5,-6.5,1,0,0
"249","2000_01_SF_ATL","REG",1,"ATL","SF",36,28,-8,-6.5,1,0,0
"250","2000_01_JAX_CLE","REG",1,"CLE","JAX",7,27,20,10.5,0,1,0
"251","2000_01_IND_KC","REG",1,"KC","IND",14,27,13,3.5,0,1,0
"252","2000_01_CHI_MIN","REG",1,"MIN","CHI",30,27,-3,-4.5,1,0,0
"253","2000_01_TB_NE","REG",1,"NE","TB",16,21,5,3,0,1,0
"254","2000_01_DET_NO","REG",1,"NO","DET",10,14,4,0,0,1,0
"255","2000_01_ARI_NYG","REG",1,"NYG","ARI",21,16,-5,-6.5,1,0,0
"256","2000_01_BAL_PIT","REG",1,"PIT","BAL",0,16,16,2.5,0,1,0
"257","2000_01_CAR_WAS","REG",1,"WAS","CAR",20,17,-3,-10.5,1,0,0
"258","2000_01_PHI_DAL","REG",1,"DAL","PHI",14,41,27,-6,0,1,0
"259","2000_01_NYJ_GB","REG",1,"GB","NYJ",16,20,4,-2.5,0,1,0
"260","2000_01_SEA_MIA","REG",1,"MIA","SEA",23,0,-23,-2,1,0,0
"261","2000_01_SD_OAK","REG",1,"OAK","SD",9,6,-3,-6.5,1,0,0
"262","2000_01_TEN_BUF","REG",1,"BUF","TEN",16,13,-3,-1,1,0,0
"263","2000_01_DEN_STL","REG",1,"STL","DEN",41,36,-5,-6.5,1,0,0
"264","2000_02_OAK_IND","REG",2,"IND","OAK",31,38,7,-6.5,0,1,0
"265","2000_02_JAX_BAL","REG",2,"BAL","JAX",39,36,-3,-3,1,0,0
"266","2000_02_GB_BUF","REG",2,"BUF","GB",27,18,-9,-6,1,0,0
"267","2000_02_CLE_CIN","REG",2,"CIN","CLE",7,24,17,-6,0,1,0
"268","2000_02_MIA_MIN","REG",2,"MIN","MIA",13,7,-6,-3,1,0,0
"269","2000_02_NYG_PHI","REG",2,"PHI","NYG",18,33,15,-3,0,1,0
"270","2000_02_CHI_TB","REG",2,"TB","CHI",41,0,-41,-7,1,0,0
"271","2000_02_KC_TEN","REG",2,"TEN","KC",17,14,-3,-8.5,1,0,0
"272","2000_02_ATL_DEN","REG",2,"DEN","ATL",42,14,-28,-4.5,1,0,0
"273","2000_02_WAS_DET","REG",2,"DET","WAS",15,10,-5,5.5,1,0,0
"274","2000_02_NO_SD","REG",2,"SD","NO",27,28,1,-5.5,0,1,0
"275","2000_02_STL_SEA","REG",2,"SEA","STL",34,37,3,7.5,0,1,0
"276","2000_02_CAR_SF","REG",2,"SF","CAR",22,38,16,3,0,1,0
"277","2000_02_DAL_ARI","REG",2,"ARI","DAL",32,31,-1,-3,1,0,0
"278","2000_02_NE_NYJ","REG",2,"NYJ","NE",20,19,-1,-6.5,1,0,0
"279","2000_03_ATL_CAR","REG",3,"CAR","ATL",10,15,5,-6,0,1,0
"280","2000_03_PIT_CLE","REG",3,"CLE","PIT",23,20,-3,2.5,1,0,0
"281","2000_03_TB_DET","REG",3,"DET","TB",10,31,21,3,0,1,0
"282","2000_03_PHI_GB","REG",3,"GB","PHI",6,3,-3,-4,1,0,0
"283","2000_03_CIN_JAX","REG",3,"JAX","CIN",13,0,-13,-13,1,0,0
"284","2000_03_SD_KC","REG",3,"KC","SD",42,10,-32,-4.5,1,0,0
"285","2000_03_BUF_NYJ","REG",3,"NYJ","BUF",27,14,-13,-1,1,0,0
"286","2000_03_SF_STL","REG",3,"STL","SF",41,24,-17,-17,1,0,0
"287","2000_03_DEN_OAK","REG",3,"OAK","DEN",24,33,9,-3,0,1,0
"288","2000_03_NYG_CHI","REG",3,"CHI","NYG",7,14,7,-2,0,1,0
"289","2000_03_MIN_NE","REG",3,"NE","MIN",13,21,8,-1.5,0,1,0
"290","2000_03_NO_SEA","REG",3,"SEA","NO",20,10,-10,-6,1,0,0
"291","2000_03_BAL_MIA","REG",3,"MIA","BAL",19,6,-13,1.5,1,0,0
"292","2000_03_DAL_WAS","REG",3,"WAS","DAL",21,27,6,-10.5,0,1,0
"293","2000_04_STL_ATL","REG",4,"ATL","STL",20,41,21,6.5,0,1,0
"294","2000_04_CIN_BAL","REG",4,"BAL","CIN",37,0,-37,-11.5,1,0,0
"295","2000_04_DET_CHI","REG",4,"CHI","DET",14,21,7,-1,0,1,0
"296","2000_04_SF_DAL","REG",4,"DAL","SF",24,41,17,-6.5,0,1,0
"297","2000_04_NE_MIA","REG",4,"MIA","NE",10,3,-7,-4.5,1,0,0
"298","2000_04_PHI_NO","REG",4,"NO","PHI",7,21,14,-1.5,0,1,0
"299","2000_04_TEN_PIT","REG",4,"PIT","TEN",20,23,3,7,0,1,0
"300","2000_04_GB_ARI","REG",4,"ARI","GB",3,29,26,-1,0,1,0
"301","2000_04_KC_DEN","REG",4,"DEN","KC",22,23,1,-7,0,1,0
"302","2000_04_CLE_OAK","REG",4,"OAK","CLE",36,10,-26,-10.5,1,0,0
"303","2000_04_SEA_SD","REG",4,"SD","SEA",12,20,8,2.5,0,1,0
"304","2000_04_NYJ_TB","REG",4,"TB","NYJ",17,21,4,-7,0,1,0
"305","2000_04_WAS_NYG","REG",4,"NYG","WAS",6,16,10,-1,0,1,0
"306","2000_04_JAX_IND","REG",4,"IND","JAX",43,14,-29,-3.5,1,0,0
"307","2000_05_IND_BUF","REG",5,"BUF","IND",16,18,2,-1.5,0,1,0
"308","2000_05_DAL_CAR","REG",5,"CAR","DAL",13,16,3,-6.5,0,1,0
"309","2000_05_BAL_CLE","REG",5,"CLE","BAL",0,12,12,8.5,0,1,0
"310","2000_05_MIN_DET","REG",5,"DET","MIN",24,31,7,-1,0,1,0
